web-scraper-order,web-scraper-start-url,Player,Span,Mat,Inns,Not Out,Runs,Highest Score,Avg,Balls Faced,Strike Rate,100's,50's,0's,4's,6's
"1721752269-16","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","N Dickwella","2019-2021","10","10","1","152","39","16.88","131","116.03","0","0","1","13","2"
"1721752269-17","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","BOP Fernando","2019-2021","7","6","1","128","78*","25.60","114","112.28","0","1","0","11","4"
"1721752269-18","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","KNA Bandara","2021-2023","6","5","1","97","44*","24.25","88","110.22","0","0","0","4","5"
"1721752269-19","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","GSNFG Jayasuriya","2019-2020","7","6","0","84","34","14.00","81","103.70","0","0","1","9","1"
"1721752269-20","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","I Udana","2019-2021","14","12","4","83","19*","10.37","73","113.69","0","0","1","3","3"
"1721752269-21","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","PVD Chameera","2021-2024","36","18","7","70","24*","6.36","73","95.89","0","0","1","6","1"
"1721752269-22","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","M Bhanuka","2019-2021","5","4","0","64","36","16.00","66","96.96","0","0","1","7","0"
"1721752269-23","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","SL Malinga","2019-2020","11","8","4","44","13*","11.00","47","93.61","0","0","2","3","2"
"1721752269-24","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","M Theekshana","2021-2024","49","19","8","43","11*","3.90","73","58.90","0","0","5","2","2"
"1721752269-25","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","NLTC Perera","2020-2021","5","4","1","35","21*","11.66","27","129.62","0","0","0","1","2"
"1721752269-26","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","J Liyanage","2022-2022","3","3","0","28","11","9.33","45","62.22","0","0","0","0","0"
"1721752269-27","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","CAK Rajitha","2019-2023","13","5","3","23","9*","11.50","32","71.87","0","0","1","2","0"
"1721752269-28","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","SSD Arachchige","2023-2023","1","1","0","22","22","22.00","29","75.86","0","0","0","0","1"
"1721752269-29","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","B Fernando","2021-2024","15","3","1","22","20","11.00","18","122.22","0","0","1","1","1"
"1721752269-30","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","LD Madushanka","2019-2021","3","3","0","22","20","7.33","29","75.86","0","0","0","1","0"
"1721752269-31","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","PADLR Sandakan","2019-2021","14","5","2","21","10","7.00","35","60.00","0","0","0","2","0"
"1721752269-32","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","L Croospulle","2023-2023","1","1","0","16","16","16.00","12","133.33","0","0","0","2","1"
"1721752269-33","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","A Dananjaya","2019-2024","14","6","4","16","9*","8.00","19","84.21","0","0","2","1","0"
"1721752269-34","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","K Mishara","2022-2022","3","3","0","15","13","5.00","19","78.94","0","0","0","2","0"
"1721752269-35","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","AK Perera","2019-2019","1","1","0","13","13","13.00","11","118.18","0","0","0","1","0"
"1721752269-36","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","V Viyaskanth","2023-2023","1","1","1","13","13*","-","19","68.42","0","0","0","1","0"
"1721752269-37","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","AM Fernando","2022-2022","3","1","1","10","10*","-","3","333.33","0","0","0","2","0"
"1721752269-38","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","N Pradeep","2019-2021","7","2","2","10","8*","-","9","111.11","0","0","0","1","0"
"1721752269-39","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","M Pathirana","2022-2024","9","4","2","10","5*","5.00","21","47.61","0","0","1","1","0"
"1721752269-40","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","S Daniel","2023-2023","1","1","0","9","9","9.00","6","150.00","0","0","0","2","0"
"1721752269-41","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","RS Fernando","2023-2023","1","1","0","9","9","9.00","10","90.00","0","0","0","1","0"
"1721752269-42","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","N Thushara","2022-2024","11","5","3","8","6","4.00","14","57.14","0","0","1","1","0"
"1721752269-43","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","CBRLS Kumara","2019-2023","25","5","3","6","4","3.00","9","66.66","0","0","1","1","0"
"1721752269-44","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","N Vimukthi","2023-2023","1","1","0","6","6","6.00","12","50.00","0","0","0","0","0"
"1721752269-45","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","MNK Fernando","2023-2023","1","1","0","5","5","5.00","8","62.50","0","0","0","1","0"
"1721752269-46","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","JDF Vandersay","2022-2022","4","1","1","5","5*","-","3","166.66","0","0","0","1","0"
"1721752269-47","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","D Madushanka","2022-2024","14","4","1","2","1*","0.66","6","33.33","0","0","2","0","0"
"1721752269-48","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","RTM Mendis","2021-2021","2","1","0","2","2","2.00","5","40.00","0","0","0","0","0"
"1721752269-49","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","Pramod Madushan","2022-2023","8","3","1","2","1*","1.00","4","50.00","0","0","1","0","0"
"1721752269-50","https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=8;template=results;type=batting","SMLD Samarakoon","2023-2023","1","1","0","1","1","1.00","3","33.33","0","0","0","0","0"
