Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,Strike Rate,4 Wkts,5 Wkts
Naveen-ul-Haq,2022-2024,2,2,8,0,41,6,Mar-20,6.83,5.12,8,0,0
Gulbadin Naib,2022-2024,2,2,7,0,51,4,Apr-20,12.75,7.28,10.5,1,0
Fazalhaq Farooqi,2022-2024,2,2,7,0,50,2,Feb-29,25,7.14,21,0,0
Rashid Khan,2022-2024,2,2,8,0,52,2,Jan-23,26,6.5,24,0,0
Azmatullah Omarzai,2024-2024,1,1,1.2,0,10,1,01-Oct,10,7.5,8,0,0
Mohammad Nabi,2022-2024,2,2,2,0,15,1,01-Jan,15,7.5,12,0,0
Mujeeb Ur Rahman,2022-2022,1,1,4,0,42,1,Jan-42,42,10.5,24,0,0
Nangeyalia Kharote,2024-2024,1,1,1,0,13,0,-,-,13,-,0,0
Noor Ahmad,2024-2024,1,1,1,0,11,0,-,-,11,-,0,0
