web-scraper-order,web-scraper-start-url,Player,Span,Mat,Inns,Not Out,Runs,Highest Score,Avg,Balls Faced,Strike Rate,100's,50's,0's,4's,6's
1721719232-37,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Mirza Baig,2023-2023,3,3,1,36,32*,18,29,124.13,0,0,1,5,2
1721719232-38,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Usman Qadir,2020-2023,25,9,5,36,18*,9,30,120,0,0,2,3,1
1721719232-39,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Wahab Riaz,2019-2020,9,4,2,28,12*,14,16,175,0,0,0,1,2
1721719232-40,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Mohammad Hasnain,2019-2022,26,11,10,24,8*,24,26,92.3,0,0,0,2,1
1721719232-41,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Hussain Talat,2020-2021,4,4,1,23,15,7.66,24,95.83,0,0,0,2,0
1721719232-42,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Rohail Nazir,2023-2023,3,2,0,23,13,11.5,23,100,0,0,0,0,3
1721719232-43,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Mohammad Amir,2019-2024,20,6,4,21,9*,10.5,18,116.66,0,0,0,2,1
1721719232-44,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Qasim Akram,2023-2023,3,2,0,21,12,10.5,30,70,0,0,0,3,0
1721719232-45,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Sahibzada Farhan,2024-2024,2,2,0,20,19,10,16,125,0,0,0,1,1
1721719232-46,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Ahmed Shehzad,2019-2019,2,2,0,17,13,8.5,25,68,0,0,0,0,1
1721719232-47,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Shahnawaz Dahani,2021-2022,11,1,0,16,16,16,6,266.66,0,0,0,0,2
1721719232-48,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Imam-ul-Haq,2019-2019,1,1,0,14,14,14,15,93.33,0,0,0,2,0
1721719232-49,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Zaman Khan,2023-2024,10,2,2,8,8*,-,9,88.88,0,0,0,0,1
1721719232-50,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Usama Mir,2024-2024,5,4,1,7,5,2.33,7,100,0,0,1,1,0
1721719235-51,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Ihsanullah,2023-2023,4,1,1,6,6*,-,8,75,0,0,0,1,0
1721719235-52,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Sufiyan Muqeem,2023-2023,3,2,1,2,1*,2,4,50,0,0,0,0,0
1721719235-53,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Arshad Iqbal,2021-2023,3,2,0,0,0,0,2,0,0,0,2,0,0
1721719235-54,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Haseebullah Khan,2024-2024,1,1,0,0,0,0,3,0,0,0,1,0,0
1721719235-55,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Umar Akmal,2019-2019,2,2,0,0,0,0,2,0,0,0,2,0,0
1721719235-56,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Abrar Ahmed,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,-
1721719235-57,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Mohammad Irfan,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-
1721719235-58,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Mubasir Khan,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
1721719235-59,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Muhammad Musa,2019-2020,2,-,-,-,-,-,-,-,-,-,-,-,-
1721719235-60,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Usman Shinwari,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
1721719235-61,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=3;home_or_away=1;home_or_away=2;home_or_away=3;result=1;result=2;result=3;result=5;spanmax1=23+Jul+2024;spanmin1=23+Jul+2019;spanval1=span;team=7;template=results;type=batting,Zahid Mahmood,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,-
